hongchen     was created from 222.35.185.34        (Sun Jul 30 16:24:56 2006)
cheese       was created from 218.79.177.110       (Sat Aug 05 21:47:50 2006)
fdr          was created from 218.19.129.246       (Sun Aug 06 00:27:02 2006)
liling       was created from 221.7.102.64         (Sun Aug 06 00:56:36 2006)
wudi         was created from 61.186.167.211       (Sun Aug 06 01:59:29 2006)
lilingli     was created from 221.7.102.64         (Sun Aug 06 02:09:03 2006)
boy          was created from 61.186.167.211       (Sun Aug 06 02:09:27 2006)
liling       was created from 221.7.102.64         (Sun Aug 06 02:47:14 2006)
lilingliling was created from 221.7.102.64         (Sun Aug 06 03:01:05 2006)
ufu          was created from 218.25.46.206        (Sun Aug 06 10:11:20 2006)
xiaoxiaoputao was created from 221.7.102.157        (Sun Aug 06 10:23:35 2006)
dalong       was created from 219.239.109.14       (Sun Aug 06 10:24:08 2006)
kaizhan      was created from 218.23.92.187        (Sun Aug 06 11:07:27 2006)
xiaoxiaoputao was created from 60.191.251.89        (Sun Aug 06 11:08:20 2006)
girl         was created from 218.23.92.187        (Sun Aug 06 11:09:38 2006)
xiaoxiaoputao was created from 60.191.251.89        (Sun Aug 06 11:10:25 2006)
wangdan      was created from 58.17.205.191        (Sun Aug 06 13:34:19 2006)
wang         was created from 58.17.205.191        (Sun Aug 06 14:20:14 2006)
jump         was created from 222.211.33.211       (Sun Aug 06 15:45:26 2006)
jiajia       was created from 221.5.147.40         (Sun Aug 06 18:44:51 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 19:28:18 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:11:28 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:12:23 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:13:20 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:14:15 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:15:19 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:16:12 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:17:09 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:17:54 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:18:41 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:19:47 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:20:35 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:21:25 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:22:17 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:23:24 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:24:30 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:25:28 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:26:14 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:27:25 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:28:32 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:29:15 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:29:59 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:30:56 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:31:53 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:32:47 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:34:30 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:35:18 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:36:17 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:37:14 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:38:03 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:39:14 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:40:00 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:40:59 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:41:57 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:43:04 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:44:02 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:44:47 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:45:45 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:46:48 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:47:33 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:51:27 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:52:21 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:53:12 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:54:02 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:55:04 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:56:06 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 20:56:58 2006)
kenshin      was created from 218.23.92.6          (Sun Aug 06 21:00:02 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:00:33 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:01:35 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:02:21 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:03:22 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:04:14 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:29:16 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:30:03 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:39:47 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:40:46 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:41:37 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:42:23 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:43:26 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:44:11 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:45:02 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:45:46 2006)
sxj          was created from 218.71.197.12        (Sun Aug 06 21:46:32 2006)
wwlww        was created from 218.107.2.5          (Sun Aug 06 23:02:46 2006)
whyme        was created from 218.107.2.5          (Sun Aug 06 23:38:34 2006)
comeback     was created from 218.107.2.5          (Sun Aug 06 23:40:47 2006)
wuliao       was created from 218.107.2.5          (Sun Aug 06 23:41:38 2006)
sigh         was created from 218.107.2.5          (Sun Aug 06 23:47:12 2006)
forme        was created from 218.107.2.5          (Sun Aug 06 23:48:24 2006)
none         was created from 218.107.2.5          (Sun Aug 06 23:49:05 2006)
time         was created from 218.107.2.5          (Sun Aug 06 23:49:40 2006)
kao          was created from 218.107.2.5          (Sun Aug 06 23:50:09 2006)
hmpker       was created from 222.214.84.62        (Mon Aug 07 00:56:14 2006)
jun          was created from 219.134.21.173       (Mon Aug 07 01:05:29 2006)
hmj          was created from 222.214.84.62        (Mon Aug 07 01:17:08 2006)
jackcyl      was created from 58.20.79.219         (Mon Aug 07 01:37:52 2006)
dreamm       was created from 218.79.32.236        (Mon Aug 07 06:10:22 2006)
kenshin      was created from 218.23.92.158        (Mon Aug 07 09:58:53 2006)
zxccc        was created from 222.211.36.105       (Mon Aug 07 10:46:26 2006)
zxccc        was created from 222.211.36.105       (Mon Aug 07 10:48:31 2006)
never        was created from 218.94.76.92         (Mon Aug 07 10:49:00 2006)
zxccc        was created from 222.211.36.105       (Mon Aug 07 10:49:25 2006)
never        was created from 218.94.76.92         (Mon Aug 07 10:50:09 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:50:10 2006)
zxccc        was created from 222.211.36.105       (Mon Aug 07 10:50:19 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:50:57 2006)
never        was created from 218.94.76.92         (Mon Aug 07 10:51:04 2006)
zxccc        was created from 222.211.36.105       (Mon Aug 07 10:51:08 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:51:40 2006)
zxccc        was created from 222.211.36.105       (Mon Aug 07 10:51:51 2006)
zxccc        was created from 222.211.36.105       (Mon Aug 07 10:52:35 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:53:11 2006)
zxccc        was created from 222.211.36.105       (Mon Aug 07 10:53:18 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:53:58 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 10:54:31 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:54:46 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 10:55:15 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:55:31 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 10:55:55 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:56:23 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 10:56:41 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:57:16 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 10:57:29 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:58:02 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 10:58:17 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:58:50 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 10:59:02 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 10:59:38 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 10:59:55 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:00:25 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 11:00:32 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:01:16 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 11:01:20 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:01:59 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 11:02:07 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:02:38 2006)
zxcccc       was created from 222.211.36.105       (Mon Aug 07 11:02:53 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:03:22 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:04:11 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:04:57 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:05:43 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:06:33 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:07:20 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:08:06 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:08:54 2006)
plmmm        was created from 222.211.36.105       (Mon Aug 07 11:09:36 2006)
never        was created from 218.94.76.92         (Mon Aug 07 11:17:43 2006)
never        was created from 218.94.76.92         (Mon Aug 07 11:19:08 2006)
never        was created from 218.94.76.92         (Mon Aug 07 11:21:01 2006)
never        was created from 218.94.76.92         (Mon Aug 07 11:23:02 2006)
never        was created from 218.94.76.92         (Mon Aug 07 11:30:33 2006)
never        was created from 218.94.76.92         (Mon Aug 07 11:43:45 2006)
sahara       was created from 222.92.146.65        (Mon Aug 07 12:10:57 2006)
hou          was created from 222.88.75.139        (Mon Aug 07 12:17:11 2006)
never        was created from 218.94.76.92         (Mon Aug 07 15:50:45 2006)
never        was created from 218.94.76.92         (Mon Aug 07 15:51:54 2006)
never        was created from 218.94.76.92         (Mon Aug 07 15:58:52 2006)
never        was created from 218.94.76.92         (Mon Aug 07 16:03:34 2006)
never        was created from 218.94.76.92         (Mon Aug 07 16:19:45 2006)
never        was created from 218.94.76.92         (Mon Aug 07 16:32:10 2006)
lmsp         was created from 125.73.5.215         (Mon Aug 07 18:28:59 2006)
delta        was created from 59.57.173.50         (Mon Aug 07 19:19:04 2006)
nahua        was created from 222.211.36.105       (Mon Aug 07 19:37:52 2006)
nahua        was created from 222.211.36.105       (Mon Aug 07 19:38:26 2006)
nahuaa       was created from 222.211.36.105       (Mon Aug 07 19:38:49 2006)
nahua        was created from 222.211.36.105       (Mon Aug 07 19:38:59 2006)
nahuaa       was created from 222.211.36.105       (Mon Aug 07 19:39:26 2006)
nahua        was created from 222.211.36.105       (Mon Aug 07 19:39:34 2006)
nahua        was created from 222.211.36.105       (Mon Aug 07 19:40:17 2006)
nahua        was created from 222.211.36.105       (Mon Aug 07 19:40:50 2006)
qazwsx       was created from 222.94.242.145       (Mon Aug 07 20:29:20 2006)
qiana        was created from 210.77.84.133        (Mon Aug 07 23:03:41 2006)
kung         was created from 222.70.124.246       (Mon Aug 07 23:31:43 2006)
ghostweiqi   was created from 222.187.43.191       (Tue Aug 08 00:02:21 2006)
pkersk       was created from 221.234.219.159      (Tue Aug 08 00:31:11 2006)
jackxajh     was created from 58.20.77.222         (Tue Aug 08 02:40:40 2006)
cylxajh      was created from 58.20.77.222         (Tue Aug 08 03:10:31 2006)
damiwq       was created from 222.187.43.130       (Tue Aug 08 03:23:40 2006)
ghostwq      was created from 222.187.43.130       (Tue Aug 08 04:23:58 2006)
ghostwq      was created from 222.187.43.130       (Tue Aug 08 04:24:40 2006)
ghostwq      was created from 222.187.43.130       (Tue Aug 08 04:25:33 2006)
ghostwq      was created from 222.187.43.130       (Tue Aug 08 04:26:14 2006)
ghostwq      was created from 222.187.43.130       (Tue Aug 08 04:27:02 2006)
ghostwq      was created from 222.187.43.130       (Tue Aug 08 04:27:51 2006)
ghostwq      was created from 222.187.43.130       (Tue Aug 08 04:28:37 2006)
